mosquitoInfectionRatio,rodentInfectionRatio,humanInfectionRatio
0.00249999999999995,0.03333333333333333,0.0
0.00284518329153526,0.03333333333333333,0.00000261167530229
0.00342002667320291,0.06666666666666667,0.00000261167530229
0.00364156462744478,0.06666666666666667,0.00000261167530229
0.00358140959876748,0.06666666666666667,0.00000261167530229
0.00351785496429832,0.06666666666666667,0.00000261167530229
0.00588774653862117,0.06666666666666667,0.00001050730045829
0.00875830061571503,0.06666666666666667,0.00001050730045829
0.01061031874165235,0.06666666666666667,0.00001050730045829
0.01251257515011636,0.1,0.00001050730045829
0.01391489878082753,0.1,0.00001050730045829
0.01564519844916047,0.13333333333333333,0.00003565589063333
0.0173093398722055,0.13333333333333333,0.00003565589063333
0.02117477760803356,0.13333333333333333,0.00003565589063333
0.02219089092593421,0.13333333333333333,0.00003565589063333
0.02239589384707658,0.16666666666666666,0.00003565589063333
0.02190998770624804,0.16666666666666666,0.00008781969091033
0.0222121788929408,0.16666666666666666,0.00008781969091033
0.02191393755585288,0.16666666666666666,0.00008781969091033
0.02142974236880103,0.16666666666666666,0.00008781969091033
0.02095658524681881,0.16666666666666666,0.00008781969091033
0.02053937540009203,0.16666666666666666,0.00016346821277788
0.02082360045673882,0.16666666666666666,0.00016346821277788
0.02102823588391019,0.16666666666666666,0.00016346821277788
0.02125499374992379,0.16666666666666666,0.00016346821277788
0.02306553949147983,0.16666666666666666,0.00026343190977293
0.02430145435424443,0.16666666666666666,0.00026343190977293
0.02416601786709266,0.16666666666666666,0.00026343190977293
0.02434215292339408,0.16666666666666666,0.00026343190977293
0.02526227174442783,0.16666666666666666,0.00026343190977293
0.02573595815317748,0.16666666666666666,0.00039044676441735
0.02636186883697839,0.16666666666666666,0.00039044676441735
0.02610684485294955,0.16666666666666666,0.00039044676441735
0.0259900514815608,0.16666666666666666,0.00039044676441735
0.02629258641821425,0.16666666666666666,0.00039044676441735
0.02736340757939527,0.16666666666666666,0.00054361550755414
0.0280488915149535,0.16666666666666666,0.00054361550755414
0.02747210041083901,0.16666666666666666,0.00054361550755414
0.02687938686314971,0.16666666666666666,0.00054361550755414
0.02630077513712609,0.16666666666666666,0.00054361550755414
0.02608291648562524,0.16666666666666666,0.00072099161102083
0.02665152092250311,0.16666666666666666,0.00072099161102083
0.02696306214099644,0.16666666666666666,0.00072099161102083
0.02651681454439767,0.16666666666666666,0.00072099161102083
0.02656081140474645,0.16666666666666666,0.00072099161102083
0.02603529098323229,0.16666666666666666,0.00092146703417657
0.02589372655453358,0.16666666666666666,0.00092146703417657
0.02646452832551214,0.16666666666666666,0.00092146703417657
0.02599111245357694,0.16666666666666666,0.00092146703417657
0.02617946051662599,0.16666666666666666,0.00114306481785162
0.02636152543687408,0.16666666666666666,0.00114306481785162
0.02588428177883227,0.16666666666666666,0.00114306481785162
0.02541886186722831,0.16666666666666666,0.00114306481785162
0.02499383670391579,0.16666666666666666,0.00114306481785162
0.02500695957198767,0.16666666666666666,0.00138268161099963
0.02517824450483389,0.16666666666666666,0.00138268161099963
0.02532717331635514,0.16666666666666666,0.00138268161099963
0.02492857430531502,0.16666666666666666,0.00138268161099963
0.02442836259798859,0.16666666666666666,0.00138268161099963
0.02396320825738673,0.16666666666666666,0.00163783379632003
0.02415098339279872,0.16666666666666666,0.00163783379632003
0.02367249388878649,0.16666666666666666,0.00163783379632003
0.02359897136966058,0.16666666666666666,0.00163783379632003
0.02343910019207649,0.16666666666666666,0.00163783379632003
0.02297244497650611,0.16666666666666666,0.0019061362616262
0.02279178140678072,0.16666666666666666,0.0019061362616262
0.02321020854251895,0.16666666666666666,0.0019061362616262
0.02333931753989668,0.16666666666666666,0.0019061362616262
0.024080283732693,0.16666666666666666,0.0019061362616262
0.02472348412266293,0.16666666666666666,0.00218755668539403
0.02445730475092838,0.16666666666666666,0.00218755668539403
0.02422362116339884,0.16666666666666666,0.00218755668539403
0.0238152283228996,0.16666666666666666,0.00218755668539403
0.02337169900485008,0.16666666666666666,0.00248020387748568
0.0229341715649025,0.16666666666666666,0.00248020387748568
0.02325912219370774,0.16666666666666666,0.00248020387748568
0.02363958361476034,0.16666666666666666,0.00248020387748568
0.02521027480234234,0.16666666666666666,0.00248020387748568
0.02511461873759904,0.16666666666666666,0.00278552514659676
0.02474600318047342,0.16666666666666666,0.00278552514659676
0.02489145755980801,0.16666666666666666,0.00278552514659676
0.02450171795146094,0.16666666666666666,0.00278552514659676
0.02436237925411485,0.16666666666666666,0.00278552514659676
0.0243154751321436,0.16666666666666666,0.00310124259398296
0.02450676212478733,0.16666666666666666,0.00310124259398296
0.02413251996149534,0.16666666666666666,0.00310124259398296
0.02374771952857702,0.16666666666666666,0.00310124259398296
0.02369939496593505,0.16666666666666666,0.00310124259398296
0.02386050973146579,0.16666666666666666,0.00342578184191871
0.0235610179071082,0.16666666666666666,0.00342578184191871
0.02401735348080503,0.2,0.00342578184191871
0.02402675116998777,0.2,0.00342578184191871
0.02593295725799154,0.23333333333333334,0.00342578184191871
0.02626368339266781,0.23333333333333334,0.00376119729169982
0.0261550736909155,0.23333333333333334,0.00376119729169982
0.0264626019885864,0.23333333333333334,0.00376119729169982
0.02610474565884842,0.23333333333333334,0.00376119729169982
0.02577633349689799,0.23333333333333334,0.00410640766300428
0.02629224640449844,0.23333333333333334,0.00410640766300428
0.02647430942684488,0.23333333333333334,0.00410640766300428
0.02610155471457757,0.23333333333333334,0.00410640766300428
0.02631984916042078,0.23333333333333334,0.00410640766300428
0.02665916422333632,0.23333333333333334,0.00446083454640784
0.02646142005429483,0.23333333333333334,0.00446083454640784
0.02656706683612201,0.23333333333333334,0.00446083454640784
0.02629222288278618,0.23333333333333334,0.00446083454640784
0.02591599911103837,0.23333333333333334,0.00446083454640784
0.0261604955117803,0.23333333333333334,0.00482386053369778
0.02578065627523553,0.23333333333333334,0.00482386053369778
0.02539971065650909,0.23333333333333334,0.00482386053369778
0.02507246947628369,0.23333333333333334,0.00482386053369778
0.02529964816730972,0.23333333333333334,0.00482386053369778
0.02616617597810283,0.23333333333333334,0.00519342506619623
0.02773147850468224,0.23333333333333334,0.00519342506619623
0.02877531696772656,0.23333333333333334,0.00519342506619623
0.02840480783032994,0.23333333333333334,0.00519342506619623
0.02797892094198833,0.23333333333333334,0.00519342506619623
0.02756276225428439,0.23333333333333334,0.00557231192402307
0.02743918814053517,0.23333333333333334,0.00557231192402307
0.02736319049596852,0.23333333333333334,0.00557231192402307
0.02727131664836732,0.23333333333333334,0.00557231192402307
0.02780999234080378,0.23333333333333334,0.00595906545347812
0.02926459828450304,0.23333333333333334,0.00595906545347812
0.03034541582804534,0.23333333333333334,0.00595906545347812
0.0302503308995466,0.23333333333333334,0.00595906545347812
0.03063813299869248,0.23333333333333334,0.00595906545347812
0.0311742633905756,0.23333333333333334,0.00635733025422633
0.03147547809610327,0.23333333333333334,0.00635733025422633
0.03171639991338032,0.23333333333333334,0.00635733025422633
0.03195687858544014,0.23333333333333334,0.00635733025422633
0.03252217324786898,0.23333333333333334,0.00635733025422633
0.03333612895132405,0.23333333333333334,0.00676882185011829
0.03292909795829523,0.23333333333333334,0.00676882185011829
0.03246688170159154,0.23333333333333334,0.00676882185011829
0.03201265941186249,0.23333333333333334,0.00676882185011829
0.03156931280259345,0.23333333333333334,0.00676882185011829
0.03113463314606617,0.23333333333333334,0.00719039032062111
0.03071028647161572,0.23333333333333334,0.00719039032062111
0.03029411987426406,0.23333333333333334,0.00719039032062111
0.03051900067973403,0.23333333333333334,0.00719039032062111
0.03053336239801535,0.26666666666666666,0.00719039032062111
0.02998322829119871,0.26666666666666666,0.00761974554166499
0.02942171653837033,0.26666666666666666,0.00761974554166499
0.02949803364093895,0.26666666666666666,0.00761974554166499
0.02910883713739581,0.26666666666666666,0.00761974554166499
0.02858202160107295,0.26666666666666666,0.00805352429034622
0.02806550090442412,0.26666666666666666,0.00805352429034622
0.02778372897494614,0.26666666666666666,0.00805352429034622
0.02734224772933022,0.26666666666666666,0.00805352429034622
0.02765948091286299,0.3,0.00805352429034622
0.02722041877278223,0.3,0.00848933728396004
0.02676026481065678,0.3,0.00848933728396004
0.02630998528436043,0.3,0.00848933728396004
0.02586979018040383,0.3,0.00848933728396004
0.02543934950750555,0.3,0.00848933728396004
0.02562597302828042,0.3,0.0089244740958415
0.02521445388002318,0.3,0.0089244740958415
0.02480123228447369,0.3,0.0089244740958415
0.02460775169840776,0.3,0.0089244740958415
0.0242142260857292,0.3,0.0089244740958415
0.02410360087718501,0.3,0.00935640481607512
0.02378328083900394,0.3,0.00935640481607512
0.02343365767458446,0.3,0.00935640481607512
0.023464305308619,0.3,0.00935640481607512
0.02357411215552049,0.3,0.00935640481607512
0.02334132942339423,0.3,0.0097841888270289
0.02318309384488913,0.3,0.0097841888270289
0.0233103729494371,0.3,0.0097841888270289
0.02295564201597421,0.3,0.0097841888270289
0.02259951950620766,0.3,0.01020649577208833
0.02225035610561382,0.3,0.01020649577208833
0.02190807572130751,0.3,0.01020649577208833
0.02266392976010028,0.3,0.01020649577208833
0.02407142287175822,0.3,0.01020649577208833
0.02380767229678763,0.3,0.01062495707389089
0.02346059934230321,0.3,0.01062495707389089
0.02311859798593606,0.3,0.01062495707389089
0.02342530138058216,0.3,0.01062495707389089
0.02324998486364466,0.3,0.01062495707389089
0.02307374891593501,0.3,0.01103834139612692
0.02286621720852762,0.3,0.01103834139612692
0.02347038178172023,0.3,0.01103834139612692
0.02421449710305083,0.3,0.01103834139612692
0.0239605798442599,0.3,0.01103834139612692
0.02410142010935308,0.3,0.01144795256949488
0.02378561806804215,0.3,0.01144795256949488
0.0234672359043088,0.3,0.01144795256949488
0.02352498572521695,0.3,0.01144795256949488
0.02330371777838023,0.3,0.01144795256949488
0.02360575395452518,0.3,0.01185251941914788
0.0233542968706455,0.3,0.01185251941914788
0.02304991490457814,0.3,0.01185251941914788
0.02274955410980318,0.3,0.01185251941914788
0.02301294712440562,0.3,0.01225165951635048
0.02273040000452083,0.3,0.01225165951635048
0.02244265372302107,0.3,0.01225165951635048
0.02215925161353571,0.3,0.01225165951635048
0.0225996980699762,0.3,0.01225165951635048
0.02247021659771374,0.3,0.01264469185246204
0.02220329530523693,0.3,0.01264469185246204
0.02193419220443552,0.3,0.01264469185246204
0.02247758448922584,0.3,0.01264469185246204
0.02221984561918196,0.3,0.01264469185246204
0.02195019136811001,0.3,0.01303103352459654
0.02187220132691118,0.3,0.01303103352459654
0.02177416435381852,0.3,0.01303103352459654
0.02178621464740884,0.3,0.01303103352459654
0.02157037950550261,0.3,0.01303103352459654
0.02133284557990264,0.3,0.01340997409491691
0.02109504900453879,0.3,0.01340997409491691
0.02231213547386427,0.3,0.01340997409491691
0.02275380540499799,0.3333333333333333,0.01340997409491691
0.02262375489478774,0.3333333333333333,0.01340997409491691
0.02238892971989434,0.3333333333333333,0.0137830558860845
0.02215552660565394,0.3333333333333333,0.0137830558860845
0.02192534755325631,0.3333333333333333,0.0137830558860845
0.02169835416975133,0.3333333333333333,0.0137830558860845
0.0214744429183275,0.3333333333333333,0.01414885322717702
0.02125355307225629,0.3333333333333333,0.01414885322717702
