humanSusceptibleNumber,humanExposureNumber,humanInfectNumber,humanRecoverNumber
1000.0,0.0,0.0,0.0
999.8628682415107,0.1371129533701872,0.00261167530228928,0.00004352792170482
999.8628682415107,0.1371129533701872,0.00261167530228928,0.00004352792170482
999.8628682415107,0.1371129533701872,0.00261167530228928,0.00004352792170482
999.8628682415107,0.1371129533701872,0.00261167530228928,0.00004352792170482
999.8628682415107,0.1371129533701872,0.00261167530228928,0.00004352792170482
999.378388049616,0.6174404026468105,0.01431730950902147,0.00028171446763813
999.378388049616,0.6174404026468105,0.01431730950902147,0.00028171446763813
999.378388049616,0.6174404026468105,0.01431730950902147,0.00028171446763813
999.378388049616,0.6174404026468105,0.01431730950902147,0.00028171446763813
999.378388049616,0.6174404026468105,0.01431730950902147,0.00028171446763813
998.4848001514817,1.492624307795758,0.04244599439327403,0.00098633056284965
998.4848001514817,1.492624307795758,0.04244599439327403,0.00098633056284965
998.4848001514817,1.492624307795758,0.04244599439327403,0.00098633056284965
998.4848001514817,1.492624307795758,0.04244599439327403,0.00098633056284965
998.4848001514817,1.492624307795758,0.04244599439327403,0.00098633056284965
997.4349055849736,2.4989783374680785,0.08914949966976037,0.00246229225171716
997.4349055849736,2.4989783374680785,0.08914949966976037,0.00246229225171716
997.4349055849736,2.4989783374680785,0.08914949966976037,0.00246229225171716
997.4349055849736,2.4989783374680785,0.08914949966976037,0.00246229225171716
997.4349055849736,2.4989783374680785,0.08914949966976037,0.00246229225171716
996.1869633465337,3.674588897515488,0.1572596241532176,0.00505866306508695
996.1869633465337,3.674588897515488,0.1572596241532176,0.00505866306508695
996.1869633465337,3.674588897515488,0.1572596241532176,0.00505866306508695
996.1869633465337,3.674588897515488,0.1572596241532176,0.00505866306508695
994.8097279173693,4.946263796934369,0.24815424726746305,0.00914398055556046
994.8097279173693,4.946263796934369,0.24815424726746305,0.00914398055556046
994.8097279173693,4.946263796934369,0.24815424726746305,0.00914398055556046
994.8097279173693,4.946263796934369,0.24815424726746305,0.00914398055556046
994.8097279173693,4.946263796934369,0.24815424726746305,0.00914398055556046
993.3725717141764,6.242387084759242,0.36181804651897675,0.01508284152532114
993.3725717141764,6.242387084759242,0.36181804651897675,0.01508284152532114
993.3725717141764,6.242387084759242,0.36181804651897675,0.01508284152532114
993.3725717141764,6.242387084759242,0.36181804651897675,0.01508284152532114
993.3725717141764,6.242387084759242,0.36181804651897675,0.01508284152532114
991.7450997413583,7.692580637769417,0.5007050110182317,0.02327709662703846
991.7450997413583,7.692580637769417,0.5007050110182317,0.02327709662703846
991.7450997413583,7.692580637769417,0.5007050110182317,0.02327709662703846
991.7450997413583,7.692580637769417,0.5007050110182317,0.02327709662703846
991.7450997413583,7.692580637769417,0.5007050110182317,0.02327709662703846
989.956222842755,9.263917098424537,0.6665901356762507,0.03415416125537225
989.956222842755,9.263917098424537,0.6665901356762507,0.03415416125537225
989.956222842755,9.263917098424537,0.6665901356762507,0.03415416125537225
989.956222842755,9.263917098424537,0.6665901356762507,0.03415416125537225
989.956222842755,9.263917098424537,0.6665901356762507,0.03415416125537225
987.892057117933,11.06668464591267,0.8633116705118982,0.0482011474846835
987.892057117933,11.06668464591267,0.8633116705118982,0.0482011474846835
987.892057117933,11.06668464591267,0.8633116705118982,0.0482011474846835
987.892057117933,11.06668464591267,0.8633116705118982,0.0482011474846835
985.1714832440979,13.473654431598264,1.1017272387045505,0.0660812566549125
985.1714832440979,13.473654431598264,1.1017272387045505,0.0660812566549125
985.1714832440979,13.473654431598264,1.1017272387045505,0.0660812566549125
985.1714832440979,13.473654431598264,1.1017272387045505,0.0660812566549125
985.1714832440979,13.473654431598264,1.1017272387045505,0.0660812566549125
981.4088611360614,16.849926851573247,1.3994195402031353,0.08874410309174896
981.4088611360614,16.849926851573247,1.3994195402031353,0.08874410309174896
981.4088611360614,16.849926851573247,1.3994195402031353,0.08874410309174896
981.4088611360614,16.849926851573247,1.3994195402031353,0.08874410309174896
981.4088611360614,16.849926851573247,1.3994195402031353,0.08874410309174896
976.4162612677479,21.35216835896304,1.776584207541,0.11746639885318147
976.4162612677479,21.35216835896304,1.776584207541,0.11746639885318147
976.4162612677479,21.35216835896304,1.776584207541,0.11746639885318147
976.4162612677479,21.35216835896304,1.776584207541,0.11746639885318147
976.4162612677479,21.35216835896304,1.776584207541,0.11746639885318147
970.413415460891,26.728913523197676,2.2482007032839793,0.1537617465860493
970.413415460891,26.728913523197676,2.2482007032839793,0.1537617465860493
970.413415460891,26.728913523197676,2.2482007032839793,0.1537617465860493
970.413415460891,26.728913523197676,2.2482007032839793,0.1537617465860493
970.413415460891,26.728913523197676,2.2482007032839793,0.1537617465860493
962.9672206766845,33.38059524630919,2.8365595502713337,0.19950012162471104
962.9672206766845,33.38059524630919,2.8365595502713337,0.19950012162471104
962.9672206766845,33.38059524630919,2.8365595502713337,0.19950012162471104
962.9672206766845,33.38059524630919,2.8365595502713337,0.19950012162471104
953.7719644738829,41.56730140558629,3.5684347484434396,0.2569790328825212
953.7719644738829,41.56730140558629,3.5684347484434396,0.2569790328825212
953.7719644738829,41.56730140558629,3.5684347484434396,0.2569790328825212
953.7719644738829,41.56730140558629,3.5684347484434396,0.2569790328825212
953.7719644738829,41.56730140558629,3.5684347484434396,0.2569790328825212
941.9121775068731,52.13283837032849,4.486107571125414,0.3291777020724529
941.9121775068731,52.13283837032849,4.486107571125414,0.3291777020724529
