mosquitoInfectionRatio,rodentInfectionRatio,humanInfectionRatio
0.00249999999999995,0.01428571428571429,0.0
0.00284537751023117,0.01428571428571429,0.00000261167530229
0.00454292473789636,0.01428571428571429,0.00000261167530229
0.00581553662406584,0.01428571428571429,0.00000261167530229
0.00742193855136427,0.01428571428571429,0.00000261167530229
0.00881119788818816,0.01428571428571429,0.00000261167530229
0.00979763047308385,0.01428571428571429,0.00001617239380868
0.01131225988863929,0.01428571428571429,0.00001617239380868
0.01192451198842639,0.01428571428571429,0.00001617239380868
0.01317503069148366,0.01428571428571429,0.00001617239380868
0.01437249218143069,0.01428571428571429,0.00001617239380868
0.01509213769527666,0.01428571428571429,0.00004714546870867
0.01642582875632477,0.01428571428571429,0.00004714546870867
0.01659732464001601,0.01428571428571429,0.00004714546870867
0.01681706774169489,0.01428571428571429,0.00004714546870867
0.01734458852466527,0.01428571428571429,0.00004714546870867
0.01832893761320254,0.01428571428571429,0.00009830268765407
0.01940892813420821,0.01428571428571429,0.00009830268765407
0.02047220490301082,0.01428571428571429,0.00009830268765407
0.02087626429694793,0.01428571428571429,0.00009830268765407
0.02136387716298539,0.02857142857142857,0.00009830268765407
0.02310896271646617,0.02857142857142857,0.00017355680196034
0.02451066862355441,0.04285714285714286,0.00017355680196034
0.0258414781625553,0.04285714285714286,0.00017355680196034
0.02788862637107375,0.04285714285714286,0.00017355680196034
0.03049431649018344,0.04285714285714286,0.00028342990834581
0.03351683275950476,0.04285714285714286,0.00028342990834581
0.03617446617217018,0.04285714285714286,0.00028342990834581
0.03920137233443604,0.05714285714285714,0.00028342990834581
0.04265312133965481,0.05714285714285714,0.00028342990834581
0.04569687434713155,0.05714285714285714,0.00044634810502545
0.05030998057814707,0.05714285714285714,0.00044634810502545
0.05353369365000595,0.05714285714285714,0.00044634810502545
0.05590183878348873,0.05714285714285714,0.00044634810502545
0.05820572576083377,0.05714285714285714,0.00044634810502545
0.06187648044583036,0.05714285714285714,0.0006800115131764
0.06511199602642369,0.05714285714285714,0.0006800115131764
0.06903861910728719,0.05714285714285714,0.0006800115131764
0.07235260912319122,0.05714285714285714,0.0006800115131764
0.0760747515217655,0.07142857142857142,0.0006800115131764
0.08062372524362024,0.07142857142857142,0.00100452591956808
0.08553846028887162,0.08571428571428572,0.00100452591956808
0.09233815384651717,0.1,0.00100452591956808
0.09840917876751068,0.11428571428571428,0.00100452591956808
0.10513499148666014,0.11428571428571428,0.00100452591956808
0.1133430145921495,0.12857142857142856,0.00145272892587764
0.1207339463013061,0.12857142857142856,0.00145272892587764
0.12869163867069766,0.14285714285714285,0.00145272892587764
0.13578267580170308,0.14285714285714285,0.00145272892587764
0.14209211458942353,0.14285714285714285,0.00206368415754989
0.14877994390748345,0.15714285714285714,0.00206368415754989
0.1575016713856359,0.18571428571428572,0.00206368415754989
0.1664893029949946,0.18571428571428572,0.00206368415754989
0.1746123808391152,0.18571428571428572,0.00206368415754989
0.18465367710796168,0.18571428571428572,0.00287629823309916
0.1936015241716859,0.21428571428571427,0.00287629823309916
0.20361598900314978,0.21428571428571427,0.00287629823309916
0.21383532009881337,0.22857142857142856,0.00287629823309916
0.22456415292321893,0.22857142857142856,0.00287629823309916
0.23540051031752665,0.2571428571428571,0.0039323946210412
0.24691941697663353,0.2714285714285714,0.0039323946210412
0.2607844831587787,0.2714285714285714,0.0039323946210412
0.2717460977035096,0.2857142857142857,0.0039323946210412
0.28453825915906367,0.2857142857142857,0.0039323946210412
0.29498830928532876,0.3,0.00527672923493632
0.3071835586870024,0.3142857142857143,0.00527672923493632
0.32090871250325886,0.32857142857142857,0.00527672923493632
